,BN,CL,COND,DB,DBDR,DBN,DDR,DIR,FL,HN,HP,HPD,I,LEAD,MAND,MGL,MOVT,MOVTS,MS,NEW,No,OB,ORCH,ORG,PF,REVIEW,TPT,V,VA,VAR,VC,VDAG,VN
0,,,,,,,,,,,,FRICK,,CRAMER-w,,,,,,,2525,,,,,True,,,,,CERVETTO-j,,2
1,,,,,,,,,,,,,,,,,,,,,2525,,,,,,,,,,,,PIELTAIN-dp
0,,,,,,,,,,,,,BORGHI,,,,,,,,2526,,,,,True,,HARRISON,,,,,
1,,,,,,,,,,,,,PAXTON,,,,,,,,2526,,,,,,,DYNE,,,,,
2,,,,,,,,,,,,,WEBBE-s2,,,,,,,,2526,,,,,,,KNYVETT,,,,,
3,,,,,,,,,,,,,,,,,,,,,2526,,,,,,,HINDLE,,,,,
4,,,,,,,,,,,,,,,,,,,,,2526,,,,,,,WEBBE,,,,,
5,,,,,,,,,,,,,,,,,,,,,2526,,,,,,,WEBBE~?L,,,,,
6,,,,,,,,,,,,,,,,,,,,,2526,,,,,,,WEBBE~1,,,,,
0,,,,,,,,,,,,,,,,,,,,,2527,,,,,True,,,,,,,
0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,2528,,,,,True,,LOCKHART,,,,,
1,,,,,,,,,,,,,,,,,,,,,2528,,,,,,,DYNE,,,,,
2,,,,,,,,,,,,,,,,,,,,,2528,,,,,,,LOCKHART~1,,,,,
0,,,,,,,,,,,,,,,,,,,,,2529,,,,,True,,,,,,,
0,,,,,,,,,,,,,,SALOMON,,,,,,,2530,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,CARTWRIGHT,,,,,2531,,,,,,,,,,,,
0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,2532,,,,,,,HINDLE,,,,,
1,,,,,,,,,,,,,,,,,,,,,2532,,,,,,,BARTHELEMON~m,,,,,
0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,2533,,,,,,,LOCKHART,,,,,
1,,,,,,,,,,,,,,,,,,,,,2533,,,,,,,DYNE,,,,,
2,,,,,,,,,,,,,,,,,,,,,2533,,,,,,,LOCKHART~1,,,,,
0,,,,,,,,,,,,,,SALOMON,,,,,,,2534,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2535,,,,,,,HARRISON,,,,,
1,,,,,,,,,,,,,,,,,,,,,2535,,,,,,,"CANTELO~,",,,,,
2,,,,,,,,,,,,,,,,,,,,,2535,,,,,,,I,,,,,
3,,,,,,,,,,,,,,,,,,,,,2535,,,,,,,CRAMER-w,,,,,
4,,,,,,,,,,,,,,,,,,,,,2535,,,,,,,DUPORT-jl,,,,,
5,,,,,,,,,,,,,,,,,,,,,2535,,,,,,,FISCHER.],,,,,
0,,,,,,,,,,,,,,,,,,,,,2536,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2537,,,,,True,,BANNISTER~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2537,,,,,,,PHILLIPS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2537,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2537,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,2539,,,,,True,,LINLEY~m2,,,,,
1,,,,,,,,,,,,,,,,,,,,,2539,,,,,,,PHILLIPS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2539,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2539,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,2540,,,,,,,KENNEDY~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2540,,,,,,,MARTYR~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2540,,,,,,,DIGHTON,,,,,
3,,,,,,,,,,,,,,,,,,,,,2540,,,,,,,CLARK,,,,,
0,,,,,,,,,,,,,,,,,,,,,2541,,,,,True,,LINLEY~m2,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2543,,,,,True,,LINLEY~m2,,,,,
1,,,,,,,,,,,,,,,,,,,,,2543,,,,,,,PHILLIPS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2543,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2543,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2544,,,,,True,,LINLEY~m2,,,,,
1,,,,,,,,,,,,,,,,,,,,,2544,,,,,,,PHILLIPS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2544,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2544,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,PIELTAIN,,,,,,,,2545,,,,,True,,CHAMPNESS,,,,,
1,,,,,,,,,,,,,PARKE,,,,,,,,2545,,,,,,,DYNE,,,,,
2,,,,,,,,,,,,,REINAGLE-h?,,,,,,,,2545,,,,,,,HARRISON,,,,,
3,,,,,,,,,,,,,CRAMER-jb,,,,,,,,2545,,,,,,,ABRAMS~,,,,,
4,,,,,,,,,,,,,,,,,,,,,2545,,,,,,,ABRAMS~t,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2547,,,,,True,,LINLEY~m2,,,,,
1,,,,,,,,,,,,,,,,,,,,,2547,,,,,,,PHILLIPS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2547,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2547,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2548,,,,,True,,LINLEY~m2,,,,,
1,,,,,,,,,,,,,,,,,,,,,2548,,,,,,,PHILLIPS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2548,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2548,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,2549,,,,,True,,,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2551,,,,,True,,LINLEY~m2,,,,,
1,,,,,,,,,,,,,,,,,,,,,2551,,,,,,,PHILLIPS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2551,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2551,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,2552,,,,,True,,KNYVETT,,,,,
1,,,,,,,,,,,,,,,,,,,,,2552,,,,,,,HINDLE,,,,,
2,,,,,,,,,,,,,,,,,,,,,2552,,,,,,,WEBBE,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2553,,,,,True,,LINLEY~m2,,,,,
1,,,,,,,,,,,,,,,,,,,,,2553,,,,,,,PHILLIPS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2553,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2553,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,HINDMARSH,,,,,,,2554,,,,,,,,,,,,
0,,,,,,,,,,,,,SALOMON,,,,,,,,2556,,,,,True,,HARRISON,,,,,
1,,,,,,,,,,,,,FLORIO,,,,,,,,2556,,,,,,,WEICHSELL~f,,,,,
2,,,,,,,,,,,,,REINAGLE-h?,,,,,,,,2556,,,,,,,WEICHSELL~e,,,,,
3,,,,,,,,,,,,,PARKINSON,,,,,,,,2556,,,,,,,,,,,,
4,,,,,,,,,,,,,FISCHER,,,,,,,,2556,,,,,,,,,,,,
5,,,,,,,,,,,,,WEICHSELL,,,,,,,,2556,,,,,,,,,,,,
6,,,,,,,,,,,,,WEICHSELL~e,,,,,,,,2556,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2557,,,,,True,,IN,,,,,
1,,,,,,,,,,,,,,,,,,,,,2557,,,,,,,HARRISON,,,,,
2,,,,,,,,,,,,,,,,,,,,,2557,,,,,,,KNYVETT,,,,,
3,,,,,,,,,,,,,,,,,,,,,2557,,,,,,,WEBBE,,,,,
4,,,,,,,,,,,,,,,,,,,,,2557,,,,,,,PARKE~,,,,,
0,,,,,,,,CURTIS-T,,,,,,,,,,,,,2559,,,,,True,,,,,,,
0,,,,,,,,,,,,,PIELTAIN-dp,,,,,,,,2561,,,,,True,,CARNEVALE~,,,,,
1,,,,,,,,,,,,,PIELTAIN-pj,,,,,,,,2561,,,,,,,VIGANONI,,,,,
2,,,,,,,,,,,,,PARKINSON,,,,,,,,2561,,,,,,,,,,,,
3,,,,,,,,,,,,,REINAGLE-h?,,,,,,,,2561,,,,,,,,,,,,
4,,,,,,,,,,,,,WEICHSELL~e,,,,,,,,2561,,,,,,,,,,,,
5,,,,,,,,,,,,,FLORIO,,,,,,,,2561,,,,,,,,,,,,
6,,,,,,,,,,,,,PATRIA,,,,,,,,2561,,,,,,,,,,,,
0,,,COOKE,,,,,,,,,,,CRAMER-w,,,,,,,2562,PARKE,,,,,,BANNISTER~,,,CROSDILL,,
1,,,,,,,,,,,,,,,,,,,,,2562,,,,,,,FIELD~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2562,,,,,,,HARRISON,,,,,
3,,,,,,,,,,,,,,,,,,,,,2562,,,,,,,DYNE,,,,,
4,,,,,,,,,,,,,,,,,,,,,2562,,,,,,,BELLAMY,,,,,
0,,,,,,,,,,,,,,,,,,,,,2564,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2567,,,,,True,,,,,,,
0,,,,,,,,,,,,,CRAMER-w,,,,,,,,2568,,,,,True,,HARRISON,,,,,
1,,,,,,,,,,,,,CRAMER-jb,,,,,,,,2568,,,,,,,HINDLE,,,,,
2,,,,,,,,,,,,,FISCHER,,,,,,,,2568,,,,,,,OSMAND,,,,,
3,,,,,,,,,,,,,PIELTAIN-dp,,,,,,,,2568,,,,,,,BARTOLINI,,,,,
4,,,,,,,,,,,,,PIELTAIN-pj,,,,,,,,2568,,,,,,,,,,,,
5,,,,,,,,,,,,,DUPORT-jl,,,,,,,,2568,,,,,,,,,,,,
0,,,,,,,,SALOMON,,,,,,,,,,,,,2571,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2572,,,,,True,,,,,,,
0,BAUMGARTEN-s,,,,,,,,WEISS,,,,,,,,,,,,2574,FISCHER,,VOGLER,,True,,,SALOMON,,,,
0,,,,,,,,,,,,,CRAMER-w,,,,,,,,2575,,,,,True,,CANTELO~,,,,,
1,,,,,,,,,,,,,SALOMON,,,,,,,,2575,,,,,,,WEICHSELL~e,,,,,
2,,,,,,,,,,,,,CERVETTO-j,,,,,,,,2575,,,,,,,,,,,,
3,,,,,,,,,,,,,REINAGLE-h?,,,,,,,,2575,,,,,,,,,,,,
4,,,,,,,,,,,,,FISCHER,,,,,,,,2575,,,,,,,,,,,,
5,,,,,,,,,,,,,GUEST~,,,,,,,,2575,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2576,,,,,True,,,,,,,
0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2577,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2578,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2579,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2580,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2581,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2582,,,,,True,,,,,,,
0,,,,,,,,,,,,,PIELTAIN-dp,,,,,,,,2584,,,,,,,ALLEGRANTI~,,,,,
1,,,,,,,,,,,,,PATRIA,,,,,,,,2584,,,,,,,MORIGI~m,,,,,
2,,,,,,,,,,,,,NONINI,,,,,,,,2584,,,,,,,CARNEVALE~,,,,,
3,,,,,,,,,,,,,,,,,,,,,2584,,,,,,,BARTOLINI,,,,,
4,,,,,,,,,,,,,,,,,,,,,2584,,,,,,,SCOVELLI,,,,,
0,,,,,,,,,,,,,,,,,,,,,2585,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2590,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2592,,,,,True,,,,,,,
0,,,,,,,,,,,,,,CRAMER-w,,,,,,,2593,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2595,,,,,True,,,,,,,
0,,,,,,,,,,,,,PAXTON,,,,,,,,2596,,,,,True,,HARWOOD~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2596,,,,,,,HARRISON,,,,,
2,,,,,,,,,,,,,,,,,,,,,2596,,,,,,,HINDLE,,,,,
3,,,,,,,,,,,,,,,,,,,,,2596,,,,,,,DYNE,,,,,
4,,,,,,,,,,,,,,,,,,,,,2596,,,,,,,BARTLEMAN,,,,,
5,,,,,,,,,,,,,,,,,,,,,2596,,,,,,,WEBBE,,,,,
0,,,,,,,,BLEWITT,,,,,,,,,,,,,2597,,,,,,,,,,,,
0,,,,,,,,STANLEY,,,,,,RICHARDS,,,,,,,2598,,,,,True,,GEORGE~,,,,,
1,,,,,,,,LINLEY-t1,,,,,,,,,,,,,2598,,,,,,,KENNEDY~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2598,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2598,,,,,,,REINHOLD,,,,,
0,,,,,,,,ARNE-m,,,,,,BARTHELEMON,,,,,,,2599,,,,,True,,ARNE~a,,,,,
1,,,,,,,,BARTHELEMON,,,,,,,,,,,,,2599,,,,,,,ARROWSMITH,,,,,
2,,,,,,,,,,,,,,,,,,,,,2599,,,,,,,ANGIER,,,,,
3,,,,,,,,,,,,,,,,,,,,,2599,,,,,,,BARTHELEMON~m,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2600,,,,,,,GEORGE~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,KENNEDY~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,2602,,,,,True,,,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2603,,,,,True,,GEORGE~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2603,,,,,,,KENNEDY~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2603,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2603,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,2604,,,,,True,,ARNE~a,,,,,
1,,,,,,,,,,,,,,,,,,,,,2604,,,,,,,ARROWSMITH,,,,,
2,,,,,,,,,,,,,,,,,,,,,2604,,,,,,,ANGIER,,,,,
3,,,,,,,,,,,,,,,,,,,,,2604,,,,,,,BARTHELEMON~m,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2605,,,,,True,,GEORGE~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2605,,,,,,,KENNEDY~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2605,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2605,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,2607,,,,,True,,ARNE~a,,,,,
1,,,,,,,,,,,,,,,,,,,,,2607,,,,,,,ARROWSMITH,,,,,
2,,,,,,,,,,,,,,,,,,,,,2607,,,,,,,ANGIER,,,,,
3,,,,,,,,,,,,,,,,,,,,,2607,,,,,,,BARTHELEMON~m,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2608,,,,,True,,GEORGE~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2608,,,,,,,KENNEDY~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2608,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2608,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,ASHLEY-gc,,,,,,,2609,,,,,True,,MARTYR~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2609,,,,,,,LADY,,,,,
2,,,,,,,,,,,,,,,,,,,,,2609,,,,,,,CLARK,,,,,
0,,,,,,,,,,,,,,,,,,,,,2610,,,,,True,,ARNE~a,,,,,
1,,,,,,,,,,,,,,,,,,,,,2610,,,,,,,ARROWSMITH,,,,,
2,,,,,,,,,,,,,,,,,,,,,2610,,,,,,,ANGIER,,,,,
3,,,,,,,,,,,,,,,,,,,,,2610,,,,,,,WILSON-1,,,,,
4,,,,,,,,,,,,,,,,,,,,,2610,,,,,,,BARTHELEMON~m,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2611,,,,,True,,GEORGE~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2611,,,,,,,KENNEDY~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2611,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2611,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,SALOMON,,,,,,,,2613,,,,,True,,HARRISON,,,,,
1,,,,,,,,,,,,,REINAGLE-h?,,,,,,,,2613,,,,,,,ABRAMS~,,,,,
2,,,,,,,,,,,,,MEYNER,,,,,,,,2613,,,,,,,,,,,,
3,,,,,,,,,,,,,CRAMER-jb,,,,,,,,2613,,,,,,,,,,,,
4,,,,,,,,,,,,,PARKE,,,,,,,,2613,,,,,,,,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2614,,,,,True,,GEORGE~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2614,,,,,,,KENNEDY~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2614,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2614,,,,,,,GUEST,,,,,
4,,,,,,,,,,,,,,,,,,,,,2614,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,2615,,,,,True,,DYNE,,,,,
1,,,,,,,,,,,,,,,,,,,,,2615,,,,,,,LOCKHART,,,,,
2,,,,,,,,,,,,,,,,,,,,,2615,,,,,,,LOCKHART~1,,,,,
0,,,,,,,,,,,,,,PIELTAIN-dp,,,,,,,2616,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2617,,,,,True,,ARNE~a,,,,,
1,,,,,,,,,,,,,,,,,,,,,2617,,,,,,,ARROWSMITH,,,,,
2,,,,,,,,,,,,,,,,,,,,,2617,,,,,,,WILSON-1,,,,,
3,,,,,,,,,,,,,,,,,,,,,2617,,,,,,,ANGIER,,,,,
4,,,,,,,,,,,,,,,,,,,,,2617,,,,,,,FARMER,,,,,
5,,,,,,,,,,,,,,,,,,,,,2617,,,,,,,BARTHELEMON~m,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2618,,,,,True,,GEORGE~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2618,,,,,,,KENNEDY~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2618,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2618,,,,,,,REINHOLD,,,,,
4,,,,,,,,,,,,,,,,,,,,,2618,,,,,,,BOY_,,,,,
0,,,,,,,,,,,,,SALOMON,,,,,,,,2620,,,,,True,,HARWOOD~,,,,,
1,,,,,,,,,,,,,PARKE,,,,,,,,2620,,,,,,,KNYVETT-c2,,,,,
2,,,,,,,,,,,,,REINAGLE-h?,,,,,,,,2620,,,,,,,HARRISON,,,,,
3,,,,,,,,,,,,,KAEMPFER,,,,,,,,2620,,,,,,,HINDLE,,,,,
4,,,,,,,,,,,,,GREATOREX~,,,,,,,,2620,,,,,,,WEBBE,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2621,,,,,True,,GEORGE~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2621,,,,,,,KENNEDY~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2621,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2621,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,HINDMARSH,,,,,,,2622,,,,,True,,WRIGHTEN~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2622,,,,,,,BANNISTER~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2622,,,,,,,JOHNSTONE,,,,,
3,,,,,,,,,,,,,,,,,,,,,2622,,,,,,,BANNISTER,,,,,
4,,,,,,,,,,,,,,,,,,,,,2622,,,,,,,EDWIN,,,,,
0,,,,,,,,,,,,,,PIELTAIN-dp,,,,,,,2623,,,,,True,,WEICHSELL~f,,,,,
1,,,,,,,,,,,,,,,,,,,,,2623,,,,,,,BARTLEMAN,,,,,
2,,,,,,,,,,,,,,,,,,,,,2623,,,,,,,LADY,,,,,
0,,,,,,,,,,,,,,,,,,,,,2626,,,,,True,,ARNE~a,,,,,
1,,,,,,,,,,,,,,,,,,,,,2626,,,,,,,ARROWSMITH,,,,,
2,,,,,,,,,,,,,,,,,,,,,2626,,,,,,,WILSON-1,,,,,
3,,,,,,,,,,,,,,,,,,,,,2626,,,,,,,ANGIER,,,,,
4,,,,,,,,,,,,,,,,,,,,,2626,,,,,,,FARMER,,,,,
5,,,,,,,,,,,,,,,,,,,,,2626,,,,,,,BARTHELEMON~m,,,,,
0,,,,,,,,,,,,MOLLER,,VALENTINE,,,,,,,2628,,,,,True,,HOOKE~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2628,,,,,,,DIGHTON,,,,,
2,,,,,,,,,,,,,,,,,,,,,2628,,,,,,,GENTLEMAN,,,,,
0,,,,,,,,,,,,,,,,,,,,,2631,,,,,True,,ARNE~a,,,,,
1,,,,,,,,,,,,,,,,,,,,,2631,,,,,,,ARROWSMITH,,,,,
2,,,,,,,,,,,,,,,,,,,,,2631,,,,,,,WILSON-1,,,,,
3,,,,,,,,,,,,,,,,,,,,,2631,,,,,,,ANGIER,,,,,
4,,,,,,,,,,,,,,,,,,,,,2631,,,,,,,FARMER,,,,,
5,,,,,,,,,,,,,,,,,,,,,2631,,,,,,,BARTHELEMON~m,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2632,,,,,True,,GEORGE~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2632,,,,,,,KENNEDY~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2632,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2632,,,,,,,REINHOLD,,,,,
0,,,,,,,,,,,,,,,,,,,,,2637,,,,,True,,ARNE~a,,,,,
1,,,,,,,,,,,,,,,,,,,,,2637,,,,,,,ARROWSMITH,,,,,
2,,,,,,,,,,,,,,,,,,,,,2637,,,,,,,ANGIER,,,,,
3,,,,,,,,,,,,,,,,,,,,,2637,,,,,,,FARMER,,,,,
4,,,,,,,,,,,,,,,,,,,,,2637,,,,,,,WILSON-1,,,,,
5,,,,,,,,,,,,,,,,,,,,,2637,,,,,,,BARTHELEMON~m,,,,,
0,,,,,,,,,,,,,,BARTHELEMON,,,,,,,2638,,,,,,,,,,,,
0,,,,,,,,,,,,,PIELTAIN-dp,,,,,,,,2641,,,,,True,,,,,,,
1,,,,,,,,,,,,,MAHON,,,,,,,,2641,,,,,,,,,,,,
2,,,,,,,,,,,,,GUEST~,,,,,,,,2641,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2642,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2643,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2644,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,True,2645,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2646,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2647,,,,,True,,ARROWSMITH,,,,,
1,,,,,,,,,,,,,,,,,,,,,2647,,,,,,,WEICHSELL~f,,,,,
2,,,,,,,,,,,,,,,,,,,,,2647,,,,,,,KENNEDY~,,,,,
0,,,,,,,,,,,,,,,,,,,,,2648,,,,,True,,,,,,,
0,,,and,,,,,,,,,,,HAY-r,,,,,,,2650,,,,,True,,,,,,,
1,,,ORG,,,,,,,,,,,,,,,,,,2650,,,,,,,,,,,,
2,,,BATES-j,,,,,,,,,,,,,,,,,,2650,,,,,,,,,,,,
0,,,,,,,,,,,,,,CRAMER-w,,,,,,,2651,,,,,True,,TASCA,,,,,
1,,,,,,,,,,,,,,,,,,,,,2651,,,,,,,HARRISON,,,,,
2,,,,,,,,,,,,,,,,,,,,,2651,,,,,,,CANTELO~,,,,,
3,,,,,,,,,,,,,,,,,,,,,2651,,,,,,,PACCHIEROTTI,,,,,
4,,,,,,,,,,,,,,,,,,,,,2651,,,,,,,MARA~,,,,,
5,,,,,,,,,,,,,,,,,,,,,2651,,,,,,,ABRAMS~,,,,,
6,,,,,,,,,,,,,,,,,,,,,2651,,,,,,,BARTOLINI,,,,,
0,,,,,,,,,,,,,,,,,,,,,2652,,,,,True,SARJANT,HARRISON,,,,,
1,,,,,,,,,,,,,,,,,,,,,2652,,,,,,,REINHOLD,,,,,
2,,,,,,,,,,,,,,,,,,,,,2652,,,,,,,CLERK,,,,,
3,,,,,,,,,,,,,,,,,,,,,2652,,,,,,,<REV_MR>,,,,,
4,,,,,,,,,,,,,,,,,,,,,2652,,,,,,,CHAMPNESS,,,,,
5,,,,,,,,,,,,,,,,,,,,,2652,,,,,,,MARA~,,,,,
6,,,,,,,,,,,,,,,,,,,,,2652,,,,,,,BOY_,,,,,
0,,,,,,,,,,,,,,,,,,,,,2654,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2655,,,,,True,,,,,,,
0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2660,,,,,True,,,,,,,
0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2661,,,,,True,,YOUNG_LADY,,,,,
1,,,,,,,,,,,,,,,,,,,,,2661,,,,,,,BARTLEMAN,,,,,
0,,,,,,,,CRAMER-w,,,,,,,,,,,,,2662,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2665,,,,,True,,,,,,,
0,,,,,,,,COOKE,,,,,BARTHELEMON,,,,,,,,2666,,,,,,,HARRISON,,,,,
1,,,,,,,,,,,,,CRAMER-jb,,,,,,,,2666,,,,,,,DYNE,,,,,
2,,,,,,,,,,,,,PATRIA,,,,,,,,2666,,,,,,,HINDLE,,,,,
3,,,,,,,,,,,,,PAXTON,,,,,,,,2666,,,,,,,BELLAMY,,,,,
4,,,,,,,,,,,,,,,,,,,,,2666,,,,,,,WEBBE,,,,,
5,,,,,,,,,,,,,,,,,,,,,2666,,,,,,,BARTLEMAN,,,,,
0,,,,,,,,,,,,,,,,,,,,,2667,,,,,True,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,2671,,,,,True,,,,,,,
0,,,,,,,,,,,,,,RICHARDS,,,,,,,2673,,,,,True,,GEORGE~,,,,,
1,,,,,,,,,,,,,,,,,,,,,2673,,,,,,,PHILLIPS~,,,,,
2,,,,,,,,,,,,,,,,,,,,,2673,,,,,,,NORRIS,,,,,
3,,,,,,,,,,,,,,,,,,,,,2673,,,,,,,REINHOLD,,,,,
0,,,,,,,,and,,,,,,,,,,,,,2674,,,,,True,,BANNISTER,,,,,
1,,,,,,,,LEAD,,,,,,,,,,,,,2674,,,,,,,JOHNSTONE,,,,,
2,,,,,,,,SHIELD,,,,,,,,,,,,,2674,,,,,,,EDWIN,,,,,
3,,,,,,,,,,,,,,,,,,,,,2674,,,,,,,WILSON-1,,,,,
4,,,,,,,,,,,,,,,,,,,,,2674,,,,,,,DAVIES-1,,,,,
5,,,,,,,,,,,,,,,,,,,,,2674,,,,,,,BRETT,,,,,
6,,,,,,,,,,,,,,,,,,,,,2674,,,,,,,DARLEY,,,,,
